year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1710,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1711,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1712,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1713,2,1.44
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1714,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1715,2,1.72
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1716,1,0.85
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1717,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1718,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1719,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1720,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1721,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1722,1,0.45
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1723,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1724,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1725,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1726,1,0.6
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1727,1,0.47
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1729,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1730,1,0.48
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1731,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1732,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1734,2,0.83
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1735,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1736,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1737,1,0.5
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1738,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1739,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1740,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1741,2,1.31
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1742,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1743,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1744,3,1.25
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1746,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1747,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1748,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1749,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1750,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1751,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1752,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1754,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1755,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1756,1,0.36
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1757,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1758,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1759,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1760,1,0.45
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1761,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1762,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1763,1,0.62
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1764,1,0.56
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1765,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1766,1,0.27
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1767,2,1.35
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1768,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1769,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1771,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1803,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1805,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1806,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1808,2,1.41
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1812,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1813,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1815,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1816,1,0.69
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-2795,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3319,1,0.68
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3587,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3689,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3720,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3745,4,2.08
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3797,1,0.89
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3822,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3933,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-3936,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1772,4,1.61
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1773,1,0.41
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1774,1,0.44
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1775,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1776,3,1.06
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1779,3,1.99
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1780,3,1.46
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-1801,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-2544,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-2749,1,0.78
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-2750,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-2862,1,0.69
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3267,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3320,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3341,2,0.75
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3345,1,0.54
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3496,1,0.34
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3566,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3570,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3571,1,2
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3605,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3628,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3665,1,0.75
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3669,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3679,1,1.04
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3686,1,0.48
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3700,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3701,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3705,1,0.59
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3719,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3747,1,1.23
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3749,1,0.56
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3750,1,0.75
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3807,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3875,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3876,1,0.6
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3877,1,0.58
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3934,3,1.09
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 43-3975,1,0.83
2023,General,King County,Assessor,John Wilson,ADAIR,220,100
2023,General,King County,Assessor,John Wilson,ALDARRA,59,100
2023,General,King County,Assessor,John Wilson,ALDER SPRINGS,112,100
2023,General,King County,Assessor,John Wilson,ALDERWOOD,144,97.3
2023,General,King County,Assessor,John Wilson,ALG 30-0013,105,98.13
2023,General,King County,Assessor,John Wilson,ALG 30-0014,110,96.49
2023,General,King County,Assessor,John Wilson,ALG 30-3141,114,96.61
2023,General,King County,Assessor,John Wilson,ALPINE,182,98.38
2023,General,King County,Assessor,John Wilson,AMES LAKE,81,98.78
2023,General,King County,Assessor,John Wilson,ANGEL CITY,90,100
2023,General,King County,Assessor,John Wilson,ANGELO,78,95.12
2023,General,King County,Assessor,John Wilson,ANNIE,39,100
2023,General,King County,Assessor,John Wilson,AQUA,108,95.58
2023,General,King County,Assessor,John Wilson,ARIA,126,97.67
2023,General,King County,Assessor,John Wilson,ARTHUR,172,97.18
2023,General,King County,Assessor,John Wilson,ASPEN GLEN,95,100
2023,General,King County,Assessor,John Wilson,AUB 30-0046,68,100
2023,General,King County,Assessor,John Wilson,AUB 30-0050,76,97.44
2023,General,King County,Assessor,John Wilson,AUB 30-0053,82,98.8
2023,General,King County,Assessor,John Wilson,AUB 30-0054,104,97.2
2023,General,King County,Assessor,John Wilson,AUB 30-0067,116,96.67
2023,General,King County,Assessor,John Wilson,AUB 30-0070,113,99.12
2023,General,King County,Assessor,John Wilson,AUB 30-0081,97,98.98
2023,General,King County,Assessor,John Wilson,AUB 30-2702,59,100
2023,General,King County,Assessor,John Wilson,AUB 30-2703,57,90.48
2023,General,King County,Assessor,John Wilson,AUB 30-3476,33,100
2023,General,King County,Assessor,John Wilson,AUB 30-3812,47,97.92
2023,General,King County,Assessor,John Wilson,AUB 31-0042,110,97.35
2023,General,King County,Assessor,John Wilson,AUB 31-0051,61,98.39
2023,General,King County,Assessor,John Wilson,AUB 31-0058,55,100
2023,General,King County,Assessor,John Wilson,AUB 31-0062,132,98.51
2023,General,King County,Assessor,John Wilson,AUB 31-0063,89,97.8
2023,General,King County,Assessor,John Wilson,AUB 31-0064,74,97.37
2023,General,King County,Assessor,John Wilson,AUB 31-0065,63,98.44
2023,General,King County,Assessor,John Wilson,AUB 31-0069,54,100
2023,General,King County,Assessor,John Wilson,AUB 31-0080,143,94.08
2023,General,King County,Assessor,John Wilson,AUB 31-0082,140,97.22
2023,General,King County,Assessor,John Wilson,AUB 31-0083,87,97.75
2023,General,King County,Assessor,John Wilson,AUB 31-3299,57,91.94
2023,General,King County,Assessor,John Wilson,AUB 31-3335,164,97.04
2023,General,King County,Assessor,John Wilson,AUB 31-3405,139,96.53
2023,General,King County,Assessor,John Wilson,AUB 31-3800,137,96.48
2023,General,King County,Assessor,John Wilson,AUB 47-0041,86,98.85
2023,General,King County,Assessor,John Wilson,AUB 47-0045,148,98.01
2023,General,King County,Assessor,John Wilson,AUB 47-0047,150,99.34
2023,General,King County,Assessor,John Wilson,AUB 47-0049,132,96.35
2023,General,King County,Assessor,John Wilson,AUB 47-0055,76,97.44
2023,General,King County,Assessor,John Wilson,AUB 47-0059,138,98.57
2023,General,King County,Assessor,John Wilson,AUB 47-0072,134,96.4
2023,General,King County,Assessor,John Wilson,AUB 47-0073,108,100
2023,General,King County,Assessor,John Wilson,AUB 47-0074,140,97.22
2023,General,King County,Assessor,John Wilson,AUB 47-0078,96,96.97
2023,General,King County,Assessor,John Wilson,AUB 47-0328,198,99
2023,General,King County,Assessor,John Wilson,AUB 47-0671,127,100
2023,General,King County,Assessor,John Wilson,AUB 47-1066,78,92.86
2023,General,King County,Assessor,John Wilson,AUB 47-2478,162,98.78
2023,General,King County,Assessor,John Wilson,AUB 47-2551,81,97.59
2023,General,King County,Assessor,John Wilson,AUB 47-2573,115,97.46
2023,General,King County,Assessor,John Wilson,AUB 47-2700,23,92
2023,General,King County,Assessor,John Wilson,AUB 47-2701,66,98.51
2023,General,King County,Assessor,John Wilson,AUB 47-2723,203,99.51
2023,General,King County,Assessor,John Wilson,AUB 47-2729,86,95.56
2023,General,King County,Assessor,John Wilson,AUB 47-2839,156,98.11
2023,General,King County,Assessor,John Wilson,AUB 47-3187,86,98.85
2023,General,King County,Assessor,John Wilson,AUB 47-3260,147,97.35
2023,General,King County,Assessor,John Wilson,AUB 47-3276,88,97.78
2023,General,King County,Assessor,John Wilson,AUB 47-3324,197,98.99
2023,General,King County,Assessor,John Wilson,AUB 47-3413,53,96.36
2023,General,King County,Assessor,John Wilson,AUB 47-3455,101,97.12
2023,General,King County,Assessor,John Wilson,AUB 47-3456,87,95.6
2023,General,King County,Assessor,John Wilson,AUB 47-3518,148,99.33
2023,General,King County,Assessor,John Wilson,AUB 47-3538,163,99.39
2023,General,King County,Assessor,John Wilson,AUB 47-3539,113,97.41
2023,General,King County,Assessor,John Wilson,AUB 47-3585,148,98.01
2023,General,King County,Assessor,John Wilson,AUB 47-3591,94,96.91
2023,General,King County,Assessor,John Wilson,AUB 47-3635,47,94
2023,General,King County,Assessor,John Wilson,AUB 47-3718,63,98.44
2023,General,King County,Assessor,John Wilson,AUB 47-3765,66,100
2023,General,King County,Assessor,John Wilson,AUB 47-3790,184,100
2023,General,King County,Assessor,John Wilson,AUB 47-3828,77,96.25
2023,General,King County,Assessor,John Wilson,AUB 47-3830,127,96.95
2023,General,King County,Assessor,John Wilson,AUB 47-3831,110,100
2023,General,King County,Assessor,John Wilson,AUB 47-3846,59,96.72
2023,General,King County,Assessor,John Wilson,AUB 47-3848,89,98.89
2023,General,King County,Assessor,John Wilson,AUTUMN,81,100
2023,General,King County,Assessor,John Wilson,AVALON,54,98.18
2023,General,King County,Assessor,John Wilson,AVONDALE,120,96.77
2023,General,King County,Assessor,John Wilson,B-D 05-0239,157,98.12
2023,General,King County,Assessor,John Wilson,B-D 05-0240,102,96.23
2023,General,King County,Assessor,John Wilson,B-D 05-2407,141,98.6
2023,General,King County,Assessor,John Wilson,B-D 05-2413,206,97.63
2023,General,King County,Assessor,John Wilson,B-D 05-3310,138,98.57
2023,General,King County,Assessor,John Wilson,B-D 05-3463,0,NA
2023,General,King County,Assessor,John Wilson,B-D 05-3849,173,98.86
2023,General,King County,Assessor,John Wilson,B-D 05-3976,214,98.17
2023,General,King County,Assessor,John Wilson,BACUS,196,98.99
2023,General,King County,Assessor,John Wilson,BAKER,238,100
2023,General,King County,Assessor,John Wilson,BEA 41-0099,80,100
2023,General,King County,Assessor,John Wilson,BEAR CREEK,3,100
2023,General,King County,Assessor,John Wilson,BEL 41-0011,63,100
2023,General,King County,Assessor,John Wilson,BEL 41-0017,163,99.39
2023,General,King County,Assessor,John Wilson,BEL 41-0101,132,98.51
2023,General,King County,Assessor,John Wilson,BEL 41-0102,103,100
2023,General,King County,Assessor,John Wilson,BEL 41-0103,141,98.6
2023,General,King County,Assessor,John Wilson,BEL 41-0106,117,100
2023,General,King County,Assessor,John Wilson,BEL 41-0108,152,100
2023,General,King County,Assessor,John Wilson,BEL 41-0109,70,98.59
2023,General,King County,Assessor,John Wilson,BEL 41-0110,137,99.28
2023,General,King County,Assessor,John Wilson,BEL 41-0111,146,94.81
2023,General,King County,Assessor,John Wilson,BEL 41-0112,166,98.22
2023,General,King County,Assessor,John Wilson,BEL 41-0113,62,98.41
2023,General,King County,Assessor,John Wilson,BEL 41-0114,150,98.68
2023,General,King County,Assessor,John Wilson,BEL 41-0116,55,98.21
2023,General,King County,Assessor,John Wilson,BEL 41-0117,81,97.59
2023,General,King County,Assessor,John Wilson,BEL 41-0119,119,99.17
2023,General,King County,Assessor,John Wilson,BEL 41-0120,63,98.44
2023,General,King County,Assessor,John Wilson,BEL 41-0121,163,97.02
2023,General,King County,Assessor,John Wilson,BEL 41-0122,161,99.38
2023,General,King County,Assessor,John Wilson,BEL 41-0123,123,99.19
2023,General,King County,Assessor,John Wilson,BEL 41-0124,166,99.4
2023,General,King County,Assessor,John Wilson,BEL 41-0129,93,98.94
2023,General,King County,Assessor,John Wilson,BEL 41-0131,89,97.8
2023,General,King County,Assessor,John Wilson,BEL 41-0135,62,96.88
2023,General,King County,Assessor,John Wilson,BEL 41-0136,54,100
2023,General,King County,Assessor,John Wilson,BEL 41-0138,92,95.83
2023,General,King County,Assessor,John Wilson,BEL 41-0140,115,97.46
2023,General,King County,Assessor,John Wilson,BEL 41-0142,74,98.67
2023,General,King County,Assessor,John Wilson,BEL 41-0143,85,97.7
2023,General,King County,Assessor,John Wilson,BEL 41-0144,140,99.29
2023,General,King County,Assessor,John Wilson,BEL 41-0146,85,98.84
2023,General,King County,Assessor,John Wilson,BEL 41-0147,108,99.08
2023,General,King County,Assessor,John Wilson,BEL 41-0149,138,99.28
